Tweet Id,Text,Name,Screen Name,Created At,Favorites,Retweets,Language,Client,Tweet Type,Media Type,URLs,Hashtags,Mentions
991855883238985733,???????? https://t.co/RrR8E3cvq6,L.D.A., @ldacr ,Thu May 03 01:44:05 +0000 2018,32,1,Undetermined,Twitter for iPhone,Tweet,Video,0,0,0
991857407239258112,¡Vamos @PPemberton01! ??? https://t.co/2JTeSH9lMA,L.D.A., @ldacr ,Thu May 03 01:50:08 +0000 2018,133,5,Spanish,Twitter for iPhone,Tweet,Photo,0,0,1
991862041202786304,?¡Arranca el partido! Recibimos al @csherediano1921 en el Estadio Nacional. #VamosLiga??? https://t.co/GlI7PyqUay,L.D.A., @ldacr ,Thu May 03 02:08:33 +0000 2018,32,0,Spanish,Twitter for iPhone,Tweet,Photo,0,1,1
991863316816498689,"?5' #LDA 0-0 #CSH

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 02:13:37 +0000 2018,12,0,Undetermined,Twitter for iPhone,Tweet,,0,3,0
991865068848648193,"?12' #LDA 0-0 #CSH

¡PENAAL PARA LA LIGA!?

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 02:20:35 +0000 2018,34,0,Spanish,Twitter for iPhone,Tweet,,0,3,0
991865783457386496,"?14' #LDA 1-0 #CSH

¡Goooool! @rrojasl anota desde los once pasos.

#VamosLiga??? https://t.co/qs1Oo5Fhhk",L.D.A., @ldacr ,Thu May 03 02:23:25 +0000 2018,329,43,Spanish,Twitter for iPhone,Tweet,Photo,0,3,1
991869008155725824,"?28' #LDA 1-0 #CSH

Seguimos con la ventaja en el marcador. Amarilla para @Lpz10alex 

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 02:36:14 +0000 2018,22,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
991870658702344194,"?35' #LDA 1-0 #CSH

Amarilla para @JASalvatierra6 

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 02:42:47 +0000 2018,16,1,Spanish,Twitter for iPhone,Tweet,,0,3,1
991872621284417537,"?42' #LDA 1-0 #CSH

Amarilla para @rrojasl, el catracho acumula su quinta tarjeta y se pierde el próximo encuentro. 

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 02:50:35 +0000 2018,29,3,Spanish,Twitter for iPhone,Tweet,,0,3,1
991873909359370240,"?¡Finaliza la primera mitad! #LaLiga 1-0 @csherediano1921 

??@rrojasl ?? https://t.co/RZEBrDhJfb",L.D.A., @ldacr ,Thu May 03 02:55:42 +0000 2018,93,3,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
991878540068089856,"?¡Arranca la segunda mitad! #LaLiga 1-0 @csherediano1921 

??@rrojasl ?? https://t.co/u6vk1JC5kb",L.D.A., @ldacr ,Thu May 03 03:14:06 +0000 2018,46,4,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
991881958211792896,"?60' #LDA 1-0 #CSH

?Primer cambio en #LaLiga

??Sale @Daniville16 

??Ingresa @alleng30 

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 03:27:41 +0000 2018,20,0,Spanish,Twitter for iPhone,Tweet,,0,4,2
991884627123036160,"?70' #LDA 1-0 #CSH

?Segundo cambio en #LaLiga

??Sale Abdiel Arroyo  

??Ingresa @YuaicellWright 

#VamosLiga???",L.D.A., @ldacr ,Thu May 03 03:38:18 +0000 2018,22,0,Spanish,Twitter for iPhone,Tweet,,0,4,1
991890878879842304,"?¡Finaliza el partido! #LaLiga 1-0 @csherediano1921 

??@rrojasl ?? https://t.co/MA4Z1xgs3h",L.D.A., @ldacr ,Thu May 03 04:03:08 +0000 2018,586,60,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
991897473970032640,"“Este gane significa muchísimo, para tener credibilidad con la afición y jugadores en tan poco tiempo, pero solo ganamos un partido” Luis Diego Arnáez?

#ElEquipoDeSuGente ??? https://t.co/DPO9Xpjg9R",L.D.A., @ldacr ,Thu May 03 04:29:21 +0000 2018,146,8,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
991897848957558784,"“Encontré un buen equipo, por ahí un poco golpeado por los resultados anteriores, hoy entendieron que los partidos constan de 90 minutos, anteriormente no lo habían hecho mal pero no pudieron sostener todo el partido” Arnáez ???? https://t.co/sfXkzdjeVq",L.D.A., @ldacr ,Thu May 03 04:30:50 +0000 2018,145,8,Spanish,Twitter for iPhone,Tweet,Photo,0,0,0
991898363527290880,"“Anteriormente tuvimos un amistoso contra #LaLiga, yo dirigía a Puntarenas, y me sorprendió Abdiel Arroyo; su potencia, hoy tuve la oportunidad de utilizarlo, tenía mucho de no jugar y lo hizo bien” Luis Diego Arnáez ???? #ElEquipoDeSuGente https://t.co/nyvF5ahYZk",L.D.A., @ldacr ,Thu May 03 04:32:53 +0000 2018,196,17,Spanish,Twitter for iPhone,Tweet,Photo,0,2,0
992049383372918784,"¡Partidazo! @Daniville16 es el Jugador @Bridgestone Máximo Desempeño ante Herediano. #Bridgestone, apoderáte del camino??? https://t.co/fyPA5izA9S",L.D.A., @ldacr ,Thu May 03 14:32:59 +0000 2018,412,12,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
992098568621047808,¡Cumplimos con el objetivo en el Estadio Nacional y seguimos luchando! #ElEquipoDeSuGente? ?https://t.co/ri2kQoD0fV https://t.co/108mNi4nT3,L.D.A., @ldacr ,Thu May 03 17:48:25 +0000 2018,194,13,Spanish,Twitter Web Client,Tweet,Photo,1,1,0
992145784429858816,"Acá podés ver el capítulo estreno de #CorazónManudo TV??

#ElEquipoDeSuGente?

https://t.co/gdRZvMcMXY",L.D.A., @ldacr ,Thu May 03 20:56:02 +0000 2018,58,11,Spanish,Twitter for iPhone,Tweet,,1,2,0
992234794334523392,"¡El corazón manudo late fuerte! Gracias liguistas por apoyarnos siempre. Vistamos nuestra pasión todos juntos al próximo encuentro?????

Somos #LaLigaDelCentenario #ElEquipoDeSuGente

https://t.co/OzHsXmVDMe",L.D.A., @ldacr ,Fri May 04 02:49:44 +0000 2018,135,5,Spanish,Twitter for iPhone,Tweet,,1,2,0
992432331117023233,"¡Seguimos luchando! Nos preparamos con todo para el duelo de este domingo??

#ElEquipoDeSuGente??? https://t.co/PEGF89sgKX",L.D.A., @ldacr ,Fri May 04 15:54:40 +0000 2018,102,3,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
992454662057013248,"“Contar con @mcdonald1987 para el duelo ante @csherediano1921 es un aliciente, ha sido una temporada excepcional para él y es un jugador muy importante para nosotros” Luis Diego Arnáez. #ElEquipoDeSuGente ??? https://t.co/xABzr7znm7",L.D.A., @ldacr ,Fri May 04 17:23:25 +0000 2018,115,3,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
992455275620728833,"“Para el domingo espero un partido similar, muy dinámico y con mucha presión por parte de ambos equipos, reñido y cerrado” Arnáez #ElEquipoDeSuGente ??? https://t.co/0MIB6YeSFG",L.D.A., @ldacr ,Fri May 04 17:25:51 +0000 2018,43,1,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
992455756736880640,"Arnáez: “Los retos y los objetivos se ponen para eso, para tratar de cumplirlos” 

#ElEquipoDeSuGente??? https://t.co/MA5dnvMo4t",L.D.A., @ldacr ,Fri May 04 17:27:45 +0000 2018,36,0,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
992498070767185920,"Para iniciar con las celebraciones de aniversario, este próximo 9 de junio será la cuarta edición de la #LIGArun??????

#ElEquipoDeSuGente?

https://t.co/dXgatoq3Vs",L.D.A., @ldacr ,Fri May 04 20:15:54 +0000 2018,39,7,Spanish,Twitter for iPhone,Tweet,,1,2,0
992528329772236805,"?Alajuelense levanta la voz contra las constantes presiones sobre los árbitros. #ElEquipoDeSuGente ?

https://t.co/AL3dIAHzfg",L.D.A., @ldacr ,Fri May 04 22:16:08 +0000 2018,129,13,Spanish,Twitter for iPhone,Tweet,,1,1,0
992540407987830784,"?Seguimos en lucha.

#MayThe4thBeWithYou https://t.co/is1xk0aIZl",L.D.A., @ldacr ,Fri May 04 23:04:08 +0000 2018,532,59,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
992556180890374144,"¡Pioneros! Primer club nacional en implementar un equipo profesional de E-Sports??

?Acá toda la información. 

#ElEquipoDeSuGente?

https://t.co/1AFUtJcnBw",L.D.A., @ldacr ,Sat May 05 00:06:48 +0000 2018,244,35,Spanish,Twitter for iPhone,Tweet,,1,1,0
992803888574103552,"Ingresá al nuevo https://t.co/eDLYeZMrMR y ponete a la obra?

#ElEquipoDeSuGente? https://t.co/UO28GN3fG6",L.D.A., @ldacr ,Sat May 05 16:31:07 +0000 2018,77,5,Spanish,Twitter for iPhone,Tweet,Photo,1,1,0
993136411271467008,"¡Esta noche vamos por todo!
??@csherediano1921 - #LaLiga
?Eladio Rosabal Cordero
?Hoy
??6:05 p.m.
?@deporterepretel Canal 6

#ElEquipoDeSuGente??? https://t.co/lWboA5lBB5",L.D.A., @ldacr ,Sun May 06 14:32:26 +0000 2018,210,18,Spanish,Twitter for iPhone,Tweet,Photo,0,2,2
993237571231735812,"¡Tiempo espectacular en Heredia! Esta noche jugamos acá a las 6:05 p.m.

#ElEquipoDeSuGente??? https://t.co/EniN7evqek",L.D.A., @ldacr ,Sun May 06 21:14:25 +0000 2018,90,5,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993247051155759104,"Los leones ya van de camino.

#ElEquipoDeSuGente??? https://t.co/QejiTC03yU",L.D.A., @ldacr ,Sun May 06 21:52:05 +0000 2018,71,2,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993257471824355328,"Ya los leones están en el camerino, listos para el duelo de esta noche, 6:05 p.m. 

#ElEquipoDeSuGente ????? https://t.co/qCVcRT8GqC",L.D.A., @ldacr ,Sun May 06 22:33:29 +0000 2018,110,6,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993268547211223042,"Restaurante #Chiwake presenta nuestra alineación para enfrentar al @csherediano1921. #Chiwake, la mejor comida peruana?????

https://t.co/jOJcCm8sOD",L.D.A., @ldacr ,Sun May 06 23:17:30 +0000 2018,95,6,Spanish,Twitter for iPhone,Tweet,,1,2,1
993274107373543426,??? @PPemberton01 @A33_Pineda https://t.co/l4Zb6T1SUH,L.D.A., @ldacr ,Sun May 06 23:39:35 +0000 2018,62,1,Undetermined,Twitter for iPhone,Tweet,Video,0,0,2
993275352251281409,"???ya casi arranca el juego, 6:05 p.m.

#ElEquipoDeSuGente????? https://t.co/ZZ5ofUpnhX",L.D.A., @ldacr ,Sun May 06 23:44:32 +0000 2018,27,0,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993275459625521152,@fitobwoy @csherediano1921 Acumuló cinco amarillas en el juego anterior. ??,L.D.A., @ldacr ,Sun May 06 23:44:58 +0000 2018,1,0,Spanish,Twitter for iPhone,Reply,,0,0,2
993281676922023936,?¡Arranca el partido! Visitamos al @csherediano1921 en el Rosabal Cordero. #VamosLiga??? https://t.co/CUfviyvpYZ,L.D.A., @ldacr ,Mon May 07 00:09:40 +0000 2018,43,2,Spanish,Twitter for iPhone,Tweet,Photo,0,1,1
993282735371378688,"?5' #CSH 0-0 #LDA

Acciones equilibradas en este arranque de partido.

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 00:13:53 +0000 2018,14,0,Spanish,Twitter for iPhone,Tweet,,0,3,0
993284393052639233,"?10' #CSH 0-0 #LDA

El marcador aún no se mueve en el Rosabal Cordero.

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 00:20:28 +0000 2018,12,0,Spanish,Twitter for iPhone,Tweet,,0,3,0
993285894940577793,"?17' #CSH 1-0 #LDA

Gol del @csherediano1921. 

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 00:26:26 +0000 2018,17,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
993286680613478400,"?19' #CSH 1-1 #LDA
¡GOOOOOL! @KennerGuti04 anota de cabeza tras un gran cobro de @Lpz10alex. 

#VamosLiga????? https://t.co/GgMLVLH0US",L.D.A., @ldacr ,Mon May 07 00:29:33 +0000 2018,162,19,Spanish,Twitter for iPhone,Tweet,Photo,0,3,2
993290167036399616,"?34' #CSH 1-1 #LDA

Ya hemos tenidos varías llegadas al arco rival. Amarilla para @LuisSequeLDA. 

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 00:43:24 +0000 2018,21,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
993291118635880448,"?36' #CSH 1-2 #LDA
¡GOOOOOL! @JASalvatierra6 nos adelanta en el marcador, gran pase de @Daniville16 ?

#VamosLiga????? https://t.co/Ry6tnBAMiY",L.D.A., @ldacr ,Mon May 07 00:47:11 +0000 2018,280,21,Spanish,Twitter for iPhone,Tweet,Photo,0,3,2
993293442238345217,"?¡Finaliza la primera mitad! @csherediano1921 1-2 #LaLiga.

??@KennerGuti04 
??@JASalvatierra6 https://t.co/RoD4blRsjX",L.D.A., @ldacr ,Mon May 07 00:56:25 +0000 2018,106,8,Spanish,Twitter for iPhone,Tweet,Photo,0,1,3
993298340728197120,"?¡Arranca la segunda mitad! @csherediano1921 1-2 #LaLiga.

??@KennerGuti04 
??@JASalvatierra6 https://t.co/AAXjnJ3FYg",L.D.A., @ldacr ,Mon May 07 01:15:53 +0000 2018,25,2,Spanish,Twitter for iPhone,Tweet,Photo,0,1,3
993298997178707968,"?47' #CSH 2-2 #LDA

Gol del @csherediano1921 

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 01:18:30 +0000 2018,16,1,Spanish,Twitter for iPhone,Tweet,,0,3,1
993302254429069312,"?60' #CSH 2-2 #LDA

?Primer cambio rojinegro

??Sale @Daniville16 

??Ingresa @alleng30 

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 01:31:26 +0000 2018,17,0,Spanish,Twitter for iPhone,Tweet,,0,3,2
993303999238541312,"?68' #CSH 2-2 #LDA

¡Gran acción salvadora de @PPemberton01!  

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 01:38:22 +0000 2018,41,1,Spanish,Twitter for iPhone,Tweet,,0,3,1
993304470808420352,"?70' #CSH 2-2 #LDA

?Segundo cambio rojinegro

??Sale @Lpz10alex 

??Ingresa Freddy Álvarez  

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 01:40:15 +0000 2018,23,1,Spanish,Twitter for iPhone,Tweet,,0,3,1
993306507231072257,"?75' #CSH 2-3 #LDA

¡GOOOOOL! @alleng30 nos adelanta una vez más en el marcador?

#VamosLiga????? https://t.co/piqsqdhUGD",L.D.A., @ldacr ,Mon May 07 01:48:20 +0000 2018,300,31,Spanish,Twitter for iPhone,Tweet,Photo,0,3,1
993307679710957568,"?83' #CSH 2-3 #LDA

?Último cambio rojinegro

??Sale Abdiel Arroyo 

??Ingresa @JLcordero87 

#VamosLiga?????",L.D.A., @ldacr ,Mon May 07 01:53:00 +0000 2018,38,3,Spanish,Twitter for iPhone,Tweet,,0,3,1
993310681574313984,"?¡Finaliza el partido! @CS_Herediano 2-3 #LaLiga

??@KennerGuti04 
??@JASalvatierra6 
??@alleng30 

¡Seguimos en la lucha! #VamosLiga???? https://t.co/ovK5FWYsTr",L.D.A., @ldacr ,Mon May 07 02:04:55 +0000 2018,586,93,Spanish,Twitter for iPhone,Tweet,Photo,0,2,4
993314080428625920,"“Lo que hemos hecho en estos días es trabajar a marcha rápida, teníamos que forjar una idea y sacarla en el partido” Luis Diego Arnáez?

#ElEquipoDeSuGente ??? https://t.co/rfaprLrvy6",L.D.A., @ldacr ,Mon May 07 02:18:26 +0000 2018,140,8,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993314387070013441,"“Nuestro objetivo es llegar al primer lugar, ahora hay mucha confianza y seguridad, hace mucho rato no se ganaba acá, esto significa mucho” Arnáez

 #ElEquipoDeSuGente ??? https://t.co/08JJ2ciMBD",L.D.A., @ldacr ,Mon May 07 02:19:39 +0000 2018,297,18,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993315058846400513,"“El cierre de estos dos partidos ante @csherediano1921 fue el indicado, siempre fue de mucho sacrificio y mucha lucha, además @PPemberton01 demostró su gran nivel” Arnáez?

#ElEquipoDeSuGente??? https://t.co/CZI4EVA5qp",L.D.A., @ldacr ,Mon May 07 02:22:19 +0000 2018,121,6,Spanish,Twitter for iPhone,Tweet,Photo,0,1,2
993315978665701376,"“No solo nosotros nos jugamos la posibilidad de jugar la final, faltan dos jornadas en las que se pueden dar muchísimos resultados, ahora toca pensar en la AD Santos para el próximo miércoles” Arnáez ?

#ElEquipoDeSuGente??? https://t.co/4Y45jtN7nV",L.D.A., @ldacr ,Mon May 07 02:25:58 +0000 2018,101,2,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993318163315089409,¡Partidazo @PPemberton01! Jugador @Bridgestone Máximo Desempeño ante @csherediano1921??? https://t.co/rHyNhFamGK,L.D.A., @ldacr ,Mon May 07 02:34:39 +0000 2018,473,31,Spanish,Twitter for iPhone,Tweet,Photo,0,0,3
993340002087075845,"¡Volvemos a casa más vivos que nunca! Contamos con el apoyo de la mejor afición????

?Entradas en https://t.co/Net3BH4zbX, Servimás Liga Store. https://t.co/00fqgv4kWL",L.D.A., @ldacr ,Mon May 07 04:01:26 +0000 2018,195,11,Spanish,Twitter for iPhone,Tweet,Photo,1,0,0
993493177532370944,"¡Feliz semana manudos!??

Nos vemos el miércoles en La Catedral. https://t.co/cnXze72ukP",L.D.A., @ldacr ,Mon May 07 14:10:06 +0000 2018,362,17,Spanish,Twitter for iPhone,Tweet,Photo,0,0,0
993512969081376769,"Atento a #CorazónManudo, a las 11:10 a.m. por 107.1 fm rifaremos entradas para el duelo de este miércoles ante la AD Santos??

#ElEquipoDeSuGente????? https://t.co/bNlOnSNgOy",L.D.A., @ldacr ,Mon May 07 15:28:45 +0000 2018,97,5,Spanish,Twitter for iPhone,Tweet,Photo,0,2,0
993549293993824256,"Noticia en #CorazónManudo ??

La @FenafuthOrg convocó a la selección hondureña a los catrachos @rrojasl, @luisgarrido_19 y @Lpz10alex. Esto para los duelos amistosos contra Corea del Sur y El Salvador del próximo 28 de mayo y 2 de junio. ????? https://t.co/upo2c7unNE",L.D.A., @ldacr ,Mon May 07 17:53:05 +0000 2018,623,66,Spanish,Twitter for iPhone,Tweet,Photo,0,1,4
993550127620124673,@abrenesu_ @FenafuthOrg @rrojasl @luisgarrido_19 @Lpz10alex  https://t.co/epB64RGaau,L.D.A., @ldacr ,Mon May 07 17:56:24 +0000 2018,33,0,Undetermined,Twitter for iPhone,Reply,GIF,0,0,5
993570383054950400,"?¡Enorme triunfo! Seguimos luchando en la cuadrangular final de este #Clausura2018.

#ElEquipoDeSuGente ?https://t.co/EOfft7uoPO? https://t.co/UR9QNBnOMc",L.D.A., @ldacr ,Mon May 07 19:16:53 +0000 2018,167,9,Spanish,Twitter Web Client,Tweet,Photo,1,2,0
993599476035178503,Repasá junto #Chinaboxcr nuestros goles al @csherediano1921 ? https://t.co/DWUDHWFwq9,L.D.A., @ldacr ,Mon May 07 21:12:29 +0000 2018,155,4,Spanish,Twitter Web Client,Tweet,Video,0,1,1
993609229339635712,"“Estos ganes te dan confianza y una mentalidad más positiva, sin embargo, no nos vamos a relajar” @LuisSequeLDA ???

#ElEquipoDeSuGente https://t.co/0MlsNMEWaW",L.D.A., @ldacr ,Mon May 07 21:51:15 +0000 2018,37,1,Spanish,Twitter for iPhone,Tweet,Photo,0,1,1
993609871168819201,"“La dupla de @mcdonald1987 y @rrojasl es indispensable, será un plus para el juego ante la @ADSantos61” @LuisSequeLDA https://t.co/ENMg498ToP",L.D.A., @ldacr ,Mon May 07 21:53:48 +0000 2018,94,4,Spanish,Twitter for iPhone,Tweet,Photo,0,0,4
993610514667327488,"“Estoy muy satisfecho con estos minutos que he jugado, ahora queda seguir haciendo las cosas bien” Freddy Álvarez ?

#ElEquipoDeSuGente ??? https://t.co/cMlpzxaYsP",L.D.A., @ldacr ,Mon May 07 21:56:21 +0000 2018,259,5,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
993629189554221057,"Ya el aficionado compró 1300 entradas para el duelo de este miércoles, la venta avanza a un muy buen ritmo???

?Adquiera las entradas en https://t.co/Net3BH4zbX, Servimás y las boleterías del estadio https://t.co/kd2iPslCsW",L.D.A., @ldacr ,Mon May 07 23:10:34 +0000 2018,95,10,Spanish,Twitter for iPhone,Tweet,Photo,1,0,0
993647058539204608,"Somos el único equipo con representación en todas las semifinales de Liga Menor???

#ElEquipoDeSuGente??

https://t.co/DwELnQeonF",L.D.A., @ldacr ,Tue May 08 00:21:34 +0000 2018,150,7,Spanish,Twitter for iPhone,Tweet,,1,1,0
993894994355392513,"Liguistas del Centenario... A correr JUNTOS y celebrar nuestra pasión por estos 99 años que nos hacen el equipo más GRANDE de Costa Rica?

Participemos en la #LigaRun 2018 porque todos somos parte de #LaLigaDelCentenario. #ElEquipoDeSuGente?????

https://t.co/GlZ42GHSli",L.D.A., @ldacr ,Tue May 08 16:46:46 +0000 2018,62,8,Spanish,Twitter for iPhone,Tweet,,1,3,0
993978948634730496,"Arnáez: “Esperamos que la confianza de los jugadores en estos dos últimos partidos, se repita para el juego de este miércoles contra la @ADSantos61” ???

#ElEquipoDeSuGente ? https://t.co/DVlrvKeh8S",L.D.A., @ldacr ,Tue May 08 22:20:23 +0000 2018,86,3,Spanish,Twitter for iPhone,Tweet,Photo,0,1,1
993979794000875521,"“Hoy estuve pensando en que volvía al banquillo acá en el Morera Soto como local, han pasado diez años, tengo muchas sensaciones encontradas, espero sentir el calor de la afición” Luis Diego Arnáez 

#ElEquipoDeSuGente ??? https://t.co/vDIHtsHN1N",L.D.A., @ldacr ,Tue May 08 22:23:44 +0000 2018,344,13,Spanish,Twitter for iPhone,Tweet,Photo,0,1,0
994002639301070848,"?A pocas horas de regresar al Morera Soto, Luis Diego Arnáez busca la bienvenida de su gente, la afición rojinegra??

#ElEquipoDeSuGente??

https://t.co/7ouqCWddHb",L.D.A., @ldacr ,Tue May 08 23:54:31 +0000 2018,100,3,Spanish,Twitter for iPhone,Tweet,,1,1,0
994225462556741634,"¡Esta noche nos vemos en casa!
??#LaLiga - @ADSantos61 
?Alejandro Morera Soto
?Hoy
??8:00 p.m.
?@RepretelCR Canal 6
?https://t.co/Net3BH4zbX, Servimás y boleterías 

#ElEquipoDeSuGente? https://t.co/FygbxJ0b8E",L.D.A., @ldacr ,Wed May 09 14:39:56 +0000 2018,104,6,Spanish,Twitter for iPhone,Tweet,Photo,1,2,2
994265682123649024,"?Por la sangre de Gerardo ""Lalo"" Chavarría corre una historia rojinegra que se empezó a escribir desde tiempo atrás, la noche de este miércoles será el dedicado del partido??

#ElEquipoDeSuGente?

https://t.co/cPe1PzTOrV",L.D.A., @ldacr ,Wed May 09 17:19:45 +0000 2018,137,7,Spanish,Twitter for iPhone,Tweet,,1,1,0
994346095668092930,"¡Esta noche lo damos todo en casa!?

?https://t.co/Net3BH4zbX, Servimás y boleterías. https://t.co/OPdxmJMEp1",L.D.A., @ldacr ,Wed May 09 22:39:17 +0000 2018,106,3,Spanish,Twitter for iPhone,Tweet,Photo,1,0,0
994364063005147136,¡Será una noche excepcional! Nos vemos en casa???? https://t.co/pzITF1Hupk,L.D.A., @ldacr ,Wed May 09 23:50:41 +0000 2018,433,28,Spanish,Twitter for iPhone,Tweet,Photo,0,0,0
994383782408065026,"Restaurante Chiwake presenta nuestra alineación para enfrentar a la AD Santos. #Chiwake, la mejor comida peruana???

https://t.co/OjUHlLQOba",L.D.A., @ldacr ,Thu May 10 01:09:03 +0000 2018,128,12,Spanish,Twitter for iPhone,Tweet,,1,1,0
994392080456847360,???¡a las 8:00 p.m. jugamos en casa! ?????? https://t.co/CdWtgtkb4G,L.D.A., @ldacr ,Thu May 10 01:42:01 +0000 2018,90,0,Spanish,Twitter for iPhone,Tweet,Photo,0,0,0
994398152357707779,?¡Arranca el partido! Recibimos a la  @ADSantos61 en La Catedral. #VamosLiga??? https://t.co/wlgtVNLQdD,L.D.A., @ldacr ,Thu May 10 02:06:09 +0000 2018,42,0,Spanish,Twitter for iPhone,Tweet,Photo,0,1,1
994399195862880262,"?4' #LDA 0-0 #ADS

¡CERCA @JASalvatierra6 del primer gol! 

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 02:10:17 +0000 2018,24,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
994400602640867329,"?10' #LDA 0-0 #ADS

Partido con total dominio rojinegro. 

#VamosLiga???? https://t.co/VbBGbuHi5H",L.D.A., @ldacr ,Thu May 10 02:15:53 +0000 2018,41,2,Spanish,Twitter for iPhone,Tweet,Video,0,3,0
994402157611843584,"?17' #LDA 0-0 #ADS

Gran llegada rojinegra que terminó en fuera de juego.

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 02:22:04 +0000 2018,25,0,Spanish,Twitter for iPhone,Tweet,,0,3,0
994404170756186112,"?22' #LDA 1-0 #ADS

¡GOOOOOL! Abdiel Arroyo anota de cabeza su primer gol con la rojinegra??????

#VamosLiga???? https://t.co/Y5AR4NVIqa",L.D.A., @ldacr ,Thu May 10 02:30:04 +0000 2018,284,54,Spanish,Twitter for iPhone,Tweet,Photo,0,3,0
994407272670531586,"?36' #LDA 1-0 #ADS

Seguro @PPemberton01 en el arco, y @rrojasl a punto de aumentar la ventaja?

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 02:42:23 +0000 2018,27,0,Spanish,Twitter for iPhone,Tweet,,0,3,2
994408615191695360,"?41' #LDA 1-1 #ADS

Gol de la @ADSantos61 

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 02:47:43 +0000 2018,12,2,Spanish,Twitter for iPhone,Tweet,,0,3,1
994409934212263941,"?¡Termina la primera mitad! La Liga 1-1 @ADSantos61 

??Autogol (José Garro) https://t.co/7KjEsZROC0",L.D.A., @ldacr ,Thu May 10 02:52:58 +0000 2018,21,2,Spanish,Twitter for iPhone,Tweet,Photo,0,0,1
994414076519383045,"?¡Arranca la segunda mitad! La Liga 1-1 @ADSantos61 

??Autogol (José Garro) https://t.co/OGZ8Ryi6V2",L.D.A., @ldacr ,Thu May 10 03:09:25 +0000 2018,24,0,Spanish,Twitter for iPhone,Tweet,Photo,0,0,1
994416257263964160,"?55' #LDA 1-1 #ADS

?Primer cambio rojinegro

??Sale Abdiel Arroyo

??Ingresa @alleng30 

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 03:18:05 +0000 2018,25,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
994417940698189825,"?60' #LDA 1-1 #ADS

@JASalvatierra6 sale en camilla del terreno de juego.  

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 03:24:47 +0000 2018,24,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
994418381553102848,"?63' #LDA 1-1 #ADS

?Segundo cambio rojinegro

??Sale lesionado @JASalvatierra6 

??Ingresa @JLcordero87 

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 03:26:32 +0000 2018,13,0,Spanish,Twitter for iPhone,Tweet,,0,3,2
994419863585218562,"?68' #LDA 1-1 #ADS

?Último cambio rojinegro

??Sale @Lpz10alex 

??Ingresa Freddy Álvarez  

#VamosLiga????",L.D.A., @ldacr ,Thu May 10 03:32:25 +0000 2018,17,0,Spanish,Twitter for iPhone,Tweet,,0,3,1
994422001426198528,"?70' #LDA 2-1 #ASD 

¡GOOOOOL @rrojasl! Ya son 20 goles para el RoRo ???

#VamosLiga???? https://t.co/HibR3Kk2cr",L.D.A., @ldacr ,Thu May 10 03:40:55 +0000 2018,485,65,Spanish,Twitter for iPhone,Tweet,Photo,0,3,1
